,Unnamed: 0,fips,median_income,cases,county,state,emp_combined,merchants_all,spend_all,median_age,pop,pop_density,afr,hisp,over65,casesper100k
36,36,1109,20958.0,1737,Pike,Alabama,,,-0.02230143579120953,31.4,32899,48.94999,36.63941153226542,2.218912428949208,23.803155111097606,5279.795738472294
37,37,1111,24128.0,1128,Randolph,Alabama,,,0.03705326987904762,41.2,22913,39.46777,20.10648976563523,2.8324531925108016,30.545978265613407,4922.969493300746
38,38,1113,24726.0,2463,Russell,Alabama,,,0.021612192812066663,35.8,52947,82.58254000000002,41.80595690029652,3.675373486694242,24.35832058473568,4651.821632953709
39,39,1115,28940.0,5261,St. Clair,Alabama,,,0.08642709056136508,38.6,83593,132.2879,8.55334776835381,2.0528034644049145,25.558360149773307,6293.589176127187
40,40,1117,38053.0,12705,Shelby,Alabama,-0.0884855095785441,,-0.04439040331301592,36.9,195085,248.53799999999998,10.627162518902015,5.929210344208935,22.38152600148653,6512.545813363406
41,41,1121,22313.0,4335,Talladega,Alabama,,,0.1204313810974285,39.3,82291,111.6908,31.66202865440935,2.030598728901095,27.28366407018993,5267.890777849339
42,42,1123,24621.0,2055,Tallapoosa,Alabama,,,-0.1063311747333333,42.4,41616,58.08067,26.63158400615148,2.5038446751249515,31.665705497885426,4938.00461361015
43,43,1125,25278.0,15513,Tuscaloosa,Alabama,-0.14043824176245207,-0.1584516822429906,-0.1143834699968888,31.2,194656,147.2709,29.59631349662995,3.0561606115403586,21.531830511260893,7969.443531152393
44,44,1127,24078.0,4424,Walker,Alabama,,,-0.03635716444882537,41.2,67023,84.71143000000002,5.860674693761842,1.9500768392939736,30.17322411709413,6600.719156110589
45,45,1133,20905.0,1637,Winston,Alabama,,,0.09209657236349206,43.1,24484,39.94265,0.4696944943636661,2.609867668681588,31.988237216141147,6685.999019768012
46,46,2020,38390.0,20259,Anchorage,Alaska,,-0.2712527414330214,-0.14609961887174594,32.9,291826,171.1908,5.560162562622932,7.5596417043032496,18.56140302783165,6942.1504595204
47,47,2090,36644.0,4264,Fairbanks North Star Borough,Alaska,-0.13742490421455938,,,31.0,97581,13.29766,4.5326446746805225,5.7910863795206025,17.67864645781453,4369.703118434942
48,48,2110,42746.0,943,Juneau City and Borough,Alaska,,,-0.21419317463079374,38.1,31275,11.57506,0.8920863309352519,5.0775379696243,22.605915267785768,3015.1878497202238
49,49,2122,30696.0,3236,Kenai Peninsula Borough,Alaska,,,-0.06717759675168249,40.6,55400,3.446274,0.4855595667870036,2.9620938628158844,27.15342960288809,5841.15523465704
50,50,2130,35398.0,219,Ketchikan Gateway Borough,Alaska,,,0.05176968247682536,38.4,13477,2.773951,0.5787638198412111,3.9919863471098913,24.226459894635305,1624.9907249387845
51,51,2150,31806.0,695,Kodiak Island Borough,Alaska,,,-0.12917954625171438,32.5,13592,2.0752479999999998,0.6768687463213655,7.3278399058269565,17.878163625662154,5113.301942319011
52,52,2170,29828.0,5444,Matanuska-Susitna Borough,Alaska,-0.050381337164750975,-0.14391068535825532,0.012672984258412668,34.8,88995,3.6165220000000002,0.9618517894263722,3.7091971459070736,19.907859992134387,6117.197595370526
53,53,2220,38659.0,235,Sitka City and Borough,Alaska,,,-0.2695385089301589,38.2,8881,3.094059,0.5292196824681905,4.920617047629771,24.952145028712984,2646.0984123409526
54,54,2261,36760.0,295,Valdez-Cordova Census Area,Alaska,,,-0.13844206347301585,39.8,9636,0.2814262,0.4773765047737651,3.621834786218348,23.55749273557493,3061.4362806143627
55,55,4001,20596.0,6503,Apache,Arizona,-0.027192681992337174,,-0.07548456196025395,32.4,71518,6.38695,0.24469364355826506,5.750999748315111,22.51740820492743,9092.81579462513
56,56,4003,25573.0,5111,Cochise,Arizona,-0.03652315111111108,,-0.06010417169015873,39.7,131346,21.30272,4.160766220516804,32.39002329724545,30.632071018531214,3891.249067348834
57,57,4005,25094.0,9130,Coconino,Arizona,-0.1902580842911876,,-0.014369263289523862,31.0,134421,7.2196050000000005,1.2118642176445644,13.514257444893286,20.29742376563186,6792.093497295809
58,58,4007,24681.0,3630,Gila,Arizona,-0.034259024980842934,,-0.1290351937006032,47.9,53597,11.26477,0.4347258242065787,17.889060954904192,39.52273448140754,6772.76713248876
59,59,4009,24123.0,2610,Graham,Arizona,,,-0.008332177979904777,31.6,37220,8.051751,1.8350349274583555,30.413756045137024,21.32993014508329,7012.358946802794
60,60,4012,20561.0,1073,La Paz,Arizona,,,-0.051944584227682486,53.9,20489,4.5534870000000005,0.6296061301186002,23.45648884767436,48.64561472009371,5236.956415637659
61,61,4013,32158.0,253686,Maricopa,Arizona,-0.0605805632183908,-0.19779354236760135,-0.0746962990914889,34.6,3817117,414.8976,4.991175277048097,29.570510937967054,22.55498063066969,6646.010588619632
62,62,4015,24105.0,8456,Mohave,Arizona,-0.07039329501915706,,-0.07922025414793657,47.6,200186,15.03905,0.9401256831147032,14.770763190233085,39.04718611691127,4224.071613399538
63,63,4017,21256.0,9647,Navajo,Arizona,,,-0.0019247775294920933,34.7,107449,10.79844,0.8729722938324228,10.768829863470113,25.291068320784746,8978.21291961768
64,64,4019,27279.0,51647,Pima,Arizona,-0.08304468199233718,-0.20467737133956387,-0.0631896434509841,37.7,980263,106.7007,3.5372139925713815,34.56235724494345,27.916997785288235,5268.688096969895
65,65,4021,28080.0,21286,Pinal,Arizona,-0.08635197701149425,,-0.08434858739650791,35.3,375770,70.03302,4.581259813183597,28.468744178619897,25.249221598318123,5664.635282220507
66,66,4023,22538.0,4945,Santa Cruz,Arizona,-0.09913565134099617,,-0.10800334264031744,35.6,47420,38.337270000000004,0.3774778574441165,82.81948544917756,24.976803036693372,10428.089413749472
67,67,4025,26689.0,8008,Yavapai,Arizona,-0.055484157088122606,-0.21679766978193146,-0.09665079681936507,49.2,211033,25.978089999999998,0.6003800353499216,13.61303682362474,41.2276752924898,3794.6671847530956
68,68,4027,24291.0,22384,Yuma,Arizona,-0.1893050268199234,,-0.06019360316377774,33.8,195751,35.50077,2.008163432115289,59.724854534587315,25.37611557539936,11434.93519828762
69,69,5001,25843.0,1099,Arkansas,Arkansas,,,-0.1919427279584444,40.7,19019,19.23501,24.50707187549293,2.697302697302697,30.44324096955676,5778.432094221568
70,70,5003,23462.0,1056,Ashley,Arkansas,,,-0.1230559691304762,40.3,21853,23.61596,25.808813435226284,4.891776872740585,29.45590994371482,4832.288472978538
71,71,5005,23819.0,1663,Baxter,Arkansas,,,-0.18905917461714275,50.6,41513,74.89489,0.16139522559198322,1.6573121672729023,43.83927926191795,4005.9740322308676
72,72,5007,33141.0,14302,Benton,Arkansas,-0.05744731034482755,-0.1917368878504674,,34.3,221339,261.211,1.2713529924685665,15.488910675479696,22.03046006352247,6461.5815558939
73,73,5015,24466.0,1753,Carroll,Arkansas,,,-0.10520028597238093,44.0,27446,43.55907,0.3752823726590396,12.712234934052322,34.25271442104496,6387.0873715659845
74,74,5023,24984.0,899,Cleburne,Arkansas,,,-0.14452746035333333,46.8,25970,46.90333,0.2772429726607624,1.9907585675779744,37.882171736619185,3461.6865614170197
75,75,5031,25852.0,8413,Craighead,Arkansas,-0.10564849042145603,,-0.004709644250444451,33.2,96443,136.3718,13.106187074230375,4.434743838329376,22.624762813267946,8723.287330340201
76,76,5033,25758.0,3678,Crawford,Arkansas,,,0.03579188028853966,37.6,61948,104.4489,1.1703364111835732,6.069606766965842,25.284109252921805,5937.237683218183
77,77,5045,27130.0,5972,Faulkner,Arkansas,,-0.15215799999999996,-0.041938536617746026,31.5,113237,174.7796,10.215742204403156,3.9165643738354072,19.766507413654548,5273.894575094712
78,78,5051,24589.0,4583,Garland,Arkansas,-0.1477356245210727,,-0.080516511124127,44.4,96024,141.6741,7.930309089394318,4.8133799883362505,35.22452720153296,4772.765142047821
79,79,5063,22541.0,2351,Independence,Arkansas,,,-0.13683612320853966,39.0,36647,47.97023,1.970147624635032,5.836766993205448,28.141457690943323,6415.259093513793
80,80,5067,19012.0,2421,Jackson,Arkansas,,,-0.13963451498695234,40.5,17997,28.3892,16.669444907484582,2.4226259932210925,28.715897093960105,13452.242040340057
81,81,5069,24282.0,5691,Jefferson,Arkansas,-0.16875759386973166,-0.1615381308411215,0.08120533322857143,37.4,77435,88.92953,55.06424743333118,1.5742235423258215,25.961128688577517,7349.389810809066
82,82,5085,30896.0,3256,Lonoke,Arkansas,,,0.032261276084190466,35.3,68356,88.69014,5.961437181812862,3.2857393645034816,21.80349932705249,4763.298027971209
83,83,5091,24076.0,2341,Miller,Arkansas,,,-0.06580247606977778,37.2,43462,69.47494,24.54327918641572,2.3882932216649038,26.05264368873959,5386.314481616125
84,84,5115,21502.0,4374,Pope,Arkansas,,,-0.08926606318409533,35.1,61754,76.0004,2.8888816918742104,6.749360365320466,24.48748259222075,7082.9419956602
85,85,5119,30084.0,19795,Pulaski,Arkansas,-0.04335683831417627,-0.16598917757009346,0.089923362195873,36.0,382748,503.7728,34.97288032857128,5.79180034905473,24.176481653725165,5171.81017275074
86,86,5121,21347.0,1199,Randolph,Arkansas,0.028840237547892732,,,41.9,17969,27.551759999999998,0.7123379152985698,1.5749346096054315,31.749123490455784,6672.60281596082
87,87,5125,31869.0,6139,Saline,Arkansas,-0.07976527586206897,,,38.8,107118,148.0341,4.6621482850688025,3.8154185104277523,27.193375529789577,5731.062939935398
88,88,5131,25248.0,8079,Sebastian,Arkansas,,,-0.08991443810085721,36.7,125744,236.4003,6.3772426517368626,12.282892225473981,24.76301056114009,6424.958646138186
89,89,5139,24325.0,1836,Union,Arkansas,0.009489593869731805,,,40.1,41639,40.06777,32.95228031412858,3.506328201926079,28.862364610101103,4409.3277936549875
90,90,5143,27431.0,18041,Washington,Arkansas,-0.023928328735632196,-0.1881828037383178,,30.7,203065,215.5756,2.9576736512939217,15.491591362371654,19.139684337527388,8884.347376455815
91,91,5145,23470.0,3560,White,Arkansas,,,-0.01717071660225714,36.0,77076,74.46415,3.9882713166225536,3.7352742747418137,25.11157818257305,4618.817790233016
92,92,6001,43583.0,37048,Alameda,California,-0.10597515708812262,-0.2802954395638629,-0.1349435428687936,36.6,1510271,2043.62,12.610385818174356,22.505166291347713,22.595150141928173,2453.0696808718435
93,93,6005,31160.0,1235,Amador,California,-0.11801552873563215,,-0.17978334309488886,48.2,38091,64.06338000000001,2.5255309653198923,12.485889055157385,38.48940694652281,3242.235698721483
94,94,6007,24067.0,4972,Butte,California,-0.06052276628352491,-0.31733660436137084,-0.07924072615549206,37.2,220000,134.4362,1.5522727272727272,14.143636363636364,28.497727272727275,2260.0
95,95,6009,29124.0,708,Calaveras,California,-0.04733036781609192,,-0.022258374816825417,49.2,45578,44.68377,0.8403176971345825,10.318574750976348,39.54320066698846,1553.3810171574005
96,96,6011,27103.0,945,Colusa,California,,,-0.12488093036422215,33.5,21419,18.61339,0.9104066483029086,55.10994911060274,22.72748494327466,4411.970680237173
97,97,6013,42181.0,29760,Contra Costa,California,-0.1170647126436782,-0.2811421931464171,-0.17141126666063494,38.5,1049025,1465.247,9.2620290269536,24.36166916899025,24.708276733156985,2836.9199971402018
98,98,6017,36682.0,3706,El Dorado,California,-0.12180596934865905,-0.21781011744548295,-0.060811018959365026,43.6,181058,106.0131,0.7782036695423566,12.0817638546764,30.17817494946371,2046.8579129339769
99,99,6019,25238.0,43756,Fresno,California,-0.08724220498084294,-0.20558828971962612,-0.06390569505622226,30.6,930450,156.1684,5.322478370680853,50.305766027191154,19.58998334139395,4702.670750712021
100,100,6021,24329.0,1143,Glenn,California,-0.042395456704980836,,0.07246546341330158,35.3,28122,21.40269,0.8214209515681673,37.475997439726896,24.848872768650878,4064.4335395775547
101,101,6023,25114.0,1231,Humboldt,California,,,-0.008429631520571438,37.1,134623,37.73079,1.1179367567206198,9.813330560156883,27.55695534938309,914.4054136366001
102,102,6025,18245.0,18947,Imperial,California,-0.11481260153256713,-0.26227348093457953,-0.07222813014631743,31.9,174528,41.78706,3.3077786945361205,80.37163091309132,19.9137101210121,10856.137697103044
103,103,6027,31566.0,380,Inyo,California,,,-0.039132085607650816,45.6,18546,1.82165,0.5877278119271001,19.395017793594306,34.80534886228837,2048.95934433301
104,104,6029,25013.0,50624,Kern,California,-0.0633092337164751,-0.2574766448598129,-0.13197651785746026,30.7,839631,103.2513,5.82648806439972,49.192204670861365,18.189180723436838,6029.3152587267505
105,105,6031,26841.0,13357,Kings,California,-0.1137457471264368,,-0.15914757534844434,31.1,152982,110.1049,7.1995398151416525,50.89879855146358,16.31172294779778,8731.092546835576
106,106,6033,25172.0,1232,Lake,California,-0.09774602337164752,,-0.11493359995936507,45.0,64665,51.46585,1.9052037423644936,17.146833681280444,34.122013453955,1905.203742364494
107,107,6035,30814.0,3127,Lassen,California,,,-0.1827736194771428,37.1,34895,7.68412,8.1215073792807,17.529732053302766,21.742369967043988,8961.16922195157
108,108,6037,29985.0,525651,Los Angeles,California,-0.10056877394636013,-0.2488672866043616,-0.17792590833117464,34.8,9818605,2419.637,8.727044218603355,47.744959696413076,21.172610569424073,5353.62202675431
109,109,6039,23691.0,7765,Madera,California,-0.09996887356321843,,-0.11367761931485723,33.0,150865,70.59435,3.731150366221456,53.685082689822025,21.936830941570282,5146.985715706095
110,110,6041,52866.0,8491,Marin,California,-0.13799172145593866,,-0.1456926219745396,44.5,252409,485.1167,2.7681263346394145,15.478449659085054,32.597886763150285,3363.984643970698
111,111,6043,27678.0,178,Mariposa,California,,,-0.0652759192526381,49.2,18251,12.59718,0.7561229521670045,9.183058462549996,38.92389458111885,975.28902525889
112,112,6045,26784.0,1991,Mendocino,California,-0.09574280076628353,-0.2629608535825544,-0.0836417777613968,41.5,87841,25.05203,0.7080975854100021,22.204892931546773,31.77331769902437,2266.5953256452
113,113,6047,24873.0,14483,Merced,California,-0.105267662835249,,-0.07173091710473009,29.6,255793,132.1947,3.880481483074204,54.92136219521254,18.219810549936863,5662.000132919979
114,114,6051,30701.0,640,Mono,California,,,-0.15297717582285714,37.2,14202,4.657948,0.33093930432333474,26.489226869455013,23.017884804957053,4506.407548232643
115,115,6053,28207.0,18596,Monterey,California,-0.10779883141762453,-0.31878633956386304,-0.12279434660888895,32.9,415057,126.5188,3.0802998142423816,55.41479844936961,21.115172132984146,4480.348482256654
116,116,6055,37953.0,4114,Napa,California,-0.14844969731800764,,-0.1396833051447301,39.7,136484,182.3771,1.9548078895694727,32.24553793851294,28.16227543155241,3014.272735265672
117,117,6057,32359.0,1981,Nevada,California,-0.1602946206896552,,-0.101282634976508,47.6,98764,103.1185,0.3938682110890608,8.544611396865255,37.620995504434816,2005.7915839779675
118,118,6059,36135.0,104817,Orange,California,-0.07307778160919544,-0.2367328971962617,-0.14784635512866665,36.2,3010232,3807.684,1.6857172470427526,33.65099434196434,22.30828055777761,3482.023976889489
119,119,6061,41130.0,9390,Placer,California,-0.08507264367816088,-0.2557567975077881,-0.10006422866815882,40.3,348432,247.6402,1.3635372181659549,12.83177205308353,28.034164485466317,2694.930431188869
120,120,6063,31351.0,291,Plumas,California,,,0.0157898662053968,49.6,20007,7.836531,0.9596641175588544,8.022192232718549,40.38086669665617,1454.4909281751388
121,121,6065,28557.0,118335,Riverside,California,-0.10813242145593864,-0.2582796610591903,-0.13222222532574618,33.7,2189641,303.8434,6.418540756224423,45.45297608146723,21.57088764779249,5404.310569632191
122,122,6067,32275.0,48318,Sacramento,California,-0.08061688544061305,-0.2357339968847352,-0.10317947704225396,34.8,1418788,1470.79,10.365043967104318,21.581518873855714,22.14481656174143,3405.582793200958
123,123,6069,33547.0,2447,San Benito,California,-0.14534369348659,,-0.1085883750431459,34.3,55269,39.798809999999996,0.8739076154806492,56.42584450596176,20.445457670665288,4427.43671859451
124,124,6071,27235.0,126738,San Bernardino,California,-0.07353680076628354,-0.22257280532710289,-0.13364985416307926,31.7,2035210,101.4716,8.935785496336988,49.19123825059822,18.59223372526668,6227.268930478918
125,125,6073,34307.0,107435,San Diego,California,-0.08940018390804598,-0.2545766978193148,-0.1743027013104445,34.6,3095313,735.8178,5.111373227844808,32.02739109098175,22.00233062052206,3470.8929274680786
126,126,6075,52677.0,18416,San Francisco,California,-0.17719402298850584,-0.3691468816199379,-0.20570132962390467,38.5,805235,17179.16,6.06903574732842,15.122790241358116,25.63698796003651,2287.0342198240264
127,127,6077,29535.0,32200,San Joaquin,California,-0.05831478544061304,-0.2447828255451716,-0.12865739688539693,32.7,685306,492.5576,7.5504956909760015,38.86453642606369,20.41102806629448,4698.630976527274
128,128,6079,31938.0,7462,San Luis Obispo,California,-0.09790976245210713,-0.2592635732087227,-0.08634282652813652,39.4,269637,81.74368,2.05832285628456,20.75864959185868,28.978960602587925,2767.424351999169
129,129,6081,49128.0,17724,San Mateo,California,-0.12004381149425288,-0.31653183520249234,-0.18331181499844465,39.3,718451,1602.225,2.8444528576061554,25.40214990305532,25.81233793257995,2466.974087307276
130,130,6083,29657.0,13198,Santa Barbara,California,-0.08837933716475099,-0.2505210654205609,-0.16968269840920625,33.6,423895,154.9842,2.0082803524457704,42.861321789594115,23.452270019698272,3113.506882600644
131,131,6085,47584.0,48015,Santa Clara,California,-0.09394919923371654,-0.317143707165109,-0.12220103842175226,36.2,1781642,1381.011,2.6059107272953823,26.897098294719143,21.468398252847653,2694.9858613571078
132,132,6087,31174.0,5905,Santa Cruz,California,-0.17149604980842903,-0.2853706292834891,-0.12490507279286035,36.9,262382,589.3968,1.0541881683956982,32.04945461197796,24.80848533817107,2250.5354788057107
133,133,6089,27000.0,6853,Shasta,California,-0.05977914559386971,-0.3453402305295949,-0.12807737123965074,41.8,177223,46.94149,0.8734757903883807,8.395072874288326,31.301241938123148,3866.8795810927477
134,134,6093,25576.0,914,Siskiyou,California,,,-0.03400840671142859,47.0,44900,7.152088000000001,1.2717149220489978,10.278396436525613,37.04454342984409,2035.6347438752784
135,135,6095,36273.0,12753,Solano,California,-0.12618503065134085,-0.2749195034267912,-0.17218758366219056,36.9,413344,502.9955,14.697201362545485,24.037121622667797,23.726968336301,3085.3236045521408
136,136,6097,36623.0,14475,Sonoma,California,-0.1016558122605365,-0.2459141962616823,-0.11666440290917465,39.9,483878,307.0586,1.5727104766077398,24.888504953728013,28.08724513203741,2991.456524165182
137,137,6099,27840.0,28859,Stanislaus,California,-0.1108111570881226,-0.2416331277258569,,32.9,514453,344.1556,2.8614858888955843,41.91986439966333,20.79509692819364,5609.647528540022
138,138,6101,26334.0,4717,Sutter,California,-0.02360353256704981,,-0.15058234917650784,34.5,94737,157.2632,2.025607735098219,28.76489650295027,23.32246112923145,4979.04725714346
139,139,6103,23061.0,2252,Tehama,California,,,-0.1723958765840953,39.5,63463,21.51501,0.6397428422860565,21.911980208940644,28.881395458771248,3548.5243370152684
140,140,6107,22994.0,25333,Tulare,California,-0.08648890804597699,-0.2303634080996885,-0.1216299049549207,29.6,442179,91.65823,1.6273952403890732,60.623638843092955,18.506984727904307,5729.1277966615335
141,141,6109,29458.0,1653,Tuolumne,California,,,-0.15143561910634915,47.3,55365,24.92926,2.064481170414522,10.689063487763027,37.502031969655924,2985.640747764833
142,142,6111,33814.0,25955,Ventura,California,-0.08640037547892726,-0.2039556376947039,-0.15059132385752394,36.2,823318,446.6949,1.841694217787052,40.27204555226536,23.05123901092895,3152.4878600977995
143,143,6113,30331.0,6117,Yolo,California,-0.16827900383141753,,-0.13251146992911098,30.4,200849,197.9414,2.592992745794104,30.3476741233464,19.880606824031986,3045.5715487754483
144,144,6115,27877.0,2820,Yuba,California,-0.008768827586206894,,-0.12172726360765065,32.1,72155,114.1985,3.272122514032292,25.01697734044765,20.541888988982052,3908.253066315571
145,145,8001,34088.0,35516,Adams,Colorado,-0.04777704597701149,-0.12552961059190032,-0.09258973970317463,32.4,441603,378.1971,3.0658759111690816,38.01559319116944,17.84453457064377,8042.517827098095
146,146,8003,21241.0,798,Alamosa,Colorado,,,0.05257211770574602,32.9,15445,21.37293,1.113629006150858,46.034315312398824,23.470378763353835,5166.720621560376
147,147,8005,38273.0,33424,Arapahoe,Colorado,-0.0431627394636015,-0.2027219314641744,-0.13040230798758726,35.7,572003,716.7057,10.158513154651287,18.447805343678265,21.75705372174621,5843.325996541976
148,148,8007,26314.0,414,Archuleta,Colorado,,,-0.11260907920888877,48.4,12084,8.949948,0.3061900033101622,17.775571002979145,37.975835815954966,3426.017874875869
149,149,8013,36794.0,13073,Boulder,Colorado,-0.0981182107279694,-0.1510906355140188,-0.16655063439301585,35.8,294567,405.5781,0.8595667539133711,13.333469125869494,22.069002977251355,4438.039563155411
150,150,8014,47013.0,2446,Broomfield,Colorado,-0.07192972643678153,,-0.17917200040063502,36.4,55889,1691.865,1.0502961226717245,11.122045483010966,20.619442108464998,4376.532054608241
151,151,8015,30011.0,821,Chaffee,Colorado,,,-0.0640577083586032,47.4,17809,17.57346,1.5441630636195185,9.422202257285642,37.357515862766014,4610.028637205907
152,152,8021,20882.0,245,Conejos,Colorado,,,-0.010278815688222236,38.2,8256,6.412972,0.32703488372093026,55.9593023255814,28.40358527131783,2967.5387596899227
153,153,8023,18902.0,113,Costilla,Colorado,,,0.08976356760409526,49.0,3524,2.872159,0.681044267877412,66.0329171396141,39.98297389330306,3206.5834279228147
154,154,8029,25880.0,1073,Delta,Colorado,,,-0.12422455721326355,45.6,30952,27.10213,0.5169294391315585,14.037865081416388,35.861979839751875,3466.6580511760144
